smiles_r,inchikey,VDss,fup,LogP_pred,LogD_pred,MW,TPSA_NO,HBA,HBD,RotBondCount,LogD_exp,CL_exp,LogD
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-],WDOGQTQEKVLZIJ-WAYWQWQTSA-L,0.11,0.23,2.9,-0.95,396.33,103.7,8.0,2.0,8.0,,,-0.95
COc1ccc(C(=O)Nc2ccccc2CCC2CCCC[NH+]2C)cc1,PJWPNDMDCLXCOM-UHFFFAOYSA-O,2.2,0.26,4.7,3.0,352.47,41.6,4.0,1.0,6.0,,,3.0
COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-UHFFFAOYSA-O,4.4,0.73,3.4,1.4,277.4,32.7,3.0,1.0,5.0,,,1.4
COc1ccc(C2(C#N)CCC(C(=O)[O-])CC2)cc1OC1CCCC1,CFBUZOUXXHZCFB-UHFFFAOYSA-M,0.23,0.006,3.6,0.89,343.42,79.6,5.0,1.0,6.0,,,0.89
COc1ccc(CC(C)(C)[NH2+]C[C@H](O)c2cc([O-])cc3c2OCC(=O)N3)cc1,COUYJEVMBVSIHV-SFHVURJKSA-N,15.85,0.4,2.1,0.98,386.44,100.0,7.0,4.0,7.0,0.79,14.0,0.79
COc1ccc(CC(NC(=O)CC(C)(C)[NH3+])C(=O)NC(Cc2c[n-]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,BVNKZSWMRUPITL-KJUPXMSOSA-N,0.11,0.07,2.5,0.16,656.86,191.7,12.0,7.0,18.0,,,0.16
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-UHFFFAOYSA-N,0.1,0.52,1.7,1.7,929.15,126.4,14.0,0.0,26.0,,,1.7
COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-O,3.7,0.093,4.5,2.9,454.6,64.0,6.0,0.0,14.0,,,2.9
COc1ccc(CC[NH+](C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,XQLWNAFCTODIRK-MUUNZHRXSA-O,1.75,0.07,4.3,2.8,484.63,73.2,7.0,0.0,15.0,,,2.8
COc1ccc(CC[NH+](C)CCC[NH+]2Cc3cc(OC)c(OC)cc3C2=O)cc1OC,UUMGNNQOCVDZDG-UHFFFAOYSA-P,2.4,0.12,3.0,2.3,428.52,60.5,7.0,0.0,11.0,,,2.3
COc1ccc(CC[NH2+]CC(O)COc2cccc(C)c2)cc1OC,HXLAFSUPPDYFEO-UHFFFAOYSA-O,0.67,0.015,2.9,1.9,345.43,59.9,5.0,2.0,10.0,,,1.9
COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-LJCJQEJUSA-N,0.14,0.62,1.7,1.7,929.15,126.4,14.0,0.0,26.0,,,1.7
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,XQYZDYMELSJDRZ-UHFFFAOYSA-N,1.0,0.073,3.5,3.5,339.39,49.8,5.0,0.0,6.0,2.81,,2.81
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)[NH2+]C2CCCCC2)cc1,LGAKZQBLEAFCQV-UHFFFAOYSA-N,0.08,0.021,4.1,2.0,494.0,113.6,8.0,3.0,8.0,,,2.0
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,ULYONBAOIMCNEH-HNNXBMFYSA-N,10.0,0.0038,4.1,2.5,359.7,38.3,3.0,1.0,2.0,,,2.5
COc1ccc(OC)c([C@H](O)CNC(=O)C[NH3+])c1,PTKSEFOSCHHMPD-SNVBAGLBSA-O,0.67,0.7,-1.3,-2.2,254.28,93.8,6.0,3.0,6.0,,,-2.2
COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,HJORMJIFDVBMOB-LBPRGKRZSA-N,0.67,0.11,2.1,2.1,275.34,47.6,4.0,1.0,4.0,,,2.1
COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,GYKFWCDBQAFCLJ-LBAQZLPGSA-O,9.7,0.1,3.9,3.5,448.96,59.1,6.0,0.0,7.0,,,3.5
COc1ccc([C@@H]2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-LBAQZLPGSA-O,4.1,0.18,3.1,2.7,414.52,59.1,6.0,0.0,7.0,,,2.7
COc1ccc2[n-]c([S+](O)Cc3ncc(C)c(OC)c3C)nc2c1,QOFAHZLHNNZSDW-UHFFFAOYSA-N,0.24,0.05,2.2,2.2,345.42,77.1,6.0,1.0,5.0,,,2.2
COc1ccc2[n-]c([S@+](O)Cc3ncc(C)c(OC)c3C)nc2c1,QOFAHZLHNNZSDW-XMMPIXPASA-N,0.2,0.03,2.2,2.2,345.42,77.1,6.0,1.0,5.0,,,2.2
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,1.1,0.39,1.4,1.4,232.28,54.1,4.0,2.0,4.0,,,1.4
COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)[NH+]1[C@@H]3CC[C@H]1C[NH+](C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)[N-]S(=O)(=O)[NH+](C)C)cc21,ZTTKEBYSXUCBSE-QDFUAKMASA-P,0.5,0.01,3.1,0.74,659.84,104.2,10.0,1.0,6.0,,,0.74
COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-M,0.096,0.01,3.4,0.59,357.79,68.5,5.0,1.0,5.0,,,0.59
COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)[NH+](C)CC[C@]314,BRUQQQPBMZOVGD-FSFXSCMFSA-O,2.5,0.55,0.72,0.17,315.36,59.0,5.0,1.0,1.0,,,0.17
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[NH+](C)C2,ASUTZQLVASHGKV-JDFRZJQESA-O,2.3,0.83,1.8,1.1,287.35,41.9,4.0,1.0,1.0,,,1.1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341,OROGSEYTTFOCAN-DNJOTXNNSA-O,3.5,0.7,1.3,0.29,299.36,41.9,4.0,1.0,1.0,,,0.29
COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,CMWTZPSULFXXJA-UHFFFAOYSA-M,0.09,0.002,2.9,0.023,230.26,46.5,3.0,1.0,3.0,,,0.023
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,JFXBEKISTKFVAB-AJQTZOPKSA-N,0.4,0.65,2.3,2.3,652.82,55.4,8.0,0.0,4.0,,,2.3
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CC[NH+]1C)Oc1c(OC)c(OC)c(Br)c3c1[C@H](C2)[NH+](C)CC3,ANJMFZGRGHQXMA-VMPREFPWSA-P,51.0,0.22,8.3,7.2,701.65,61.9,8.0,0.0,4.0,,,7.2
COc1cccc(OC)c1C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@H]12,RJQXTJLFIWVMTO-KOHJWAIASA-N,0.32,0.43,1.7,-1.6,380.42,105.2,8.0,2.0,5.0,,,-1.6
COc1cccc([C@@]2(O)CCCC[C@@H]2C[NH+](C)C)c1,TVYLLZQTGLZFBW-ZBFHGGJFSA-O,2.8,0.8,2.6,0.99,263.38,32.7,3.0,1.0,4.0,,,0.99
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,AOJJSUZBOXZQNB-VTZDEGQISA-M,45.0,0.25,0.46,-2.2,543.52,206.1,12.0,6.0,5.0,,,-2.2
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,AOJJSUZBOXZQNB-TZSSRYMLSA-M,22.0,0.28,0.46,-2.2,543.52,206.1,12.0,6.0,5.0,,,-2.2
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,STQGQHZAVUOBTE-VGBVRHCVSA-M,32.05,0.06,1.0,-1.6,527.52,185.8,11.0,5.0,4.0,,,-1.6
COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-O,1.3,0.02,3.6,2.9,406.47,75.7,6.0,3.0,10.0,,,2.9
COc1ccccc1OC[C@H](O)C[NH+]1CC[NH+](CC(=O)Nc2c(C)cccc2C)CC1,XKLMZUWKNUAPSZ-HXUWFJFHSA-P,1.2,0.38,2.3,2.2,427.54,74.3,7.0,2.0,9.0,,,2.2
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N,0.29,0.037,3.9,0.76,551.61,145.6,11.0,2.0,10.0,1.03,4.79,1.03
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[n-]3)c2)nc1OCCO,ZKNIWTAZSQYWIO-UHFFFAOYSA-N,0.28,0.0085,3.5,-1.6,605.63,200.1,15.0,3.0,12.0,,,-1.6
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[n-]3)c2)nc1OCCO,GMYPFCOMLVDXRB-UHFFFAOYSA-N,0.23,0.02,2.9,-2.3,577.57,200.1,15.0,3.0,12.0,,,-2.3
COc1ccnc(C[S+](O)c2nc3ccc(OC(F)F)cc3[n-]2)c1OC,BAWFOUUZISIBNG-UHFFFAOYSA-N,0.17,0.02,1.6,1.6,383.37,86.3,7.0,1.0,7.0,,,1.6
COc1nc(C)nc(Cl)c1NC1=[NH+]CCN1,WPNJAUFVNXKLIM-UHFFFAOYSA-O,1.8,0.93,0.55,0.13,241.68,71.4,6.0,2.0,3.0,,,0.13
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,4.9,0.8,-1.9,-1.9,297.27,148.8,10.0,4.0,3.0,,,-1.9
CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[n-]c(=O)c(=O)[n-]c12,SKPPMUTYNNTSEH-UHFFFAOYSA-L,0.8,0.13,-0.31,-0.43,368.19,115.8,8.0,3.0,4.0,,,-0.43
CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU-UHFFFAOYSA-N,0.55,1.0,-0.72,-0.72,246.3,86.7,6.0,0.0,7.0,,,-0.72
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,BPQMGSKTAYIVFO-UHFFFAOYSA-N,0.23,0.01,3.9,3.9,421.3,76.1,5.0,1.0,4.0,2.84,,2.84
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,RZJQGNCSTQAWON-UHFFFAOYSA-N,1.3,0.13,-0.29,-0.29,314.36,60.4,4.0,0.0,3.0,,,-0.29
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)C[NH3+])NC(=O)C(Cl)Cl)cc1,AMGKHLVPQHMHGQ-ZYHUDNBSSA-O,0.13,0.27,-1.4,-1.8,413.27,135.8,8.0,3.0,9.0,,,-1.8
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O,PAEBIVWUMLRPSK-IDTAVKCVSA-L,0.035,0.02,-1.4,-8.6,776.36,255.9,17.0,7.0,15.0,,,-8.6
CSc1ccc(C(=O)c2[n-]c(=O)[n-]c2C)cc1,QOMGAOCGIWHBHV-UHFFFAOYSA-L,1.48,0.3,1.3,1.3,248.3,65.7,4.0,2.0,3.0,,,1.3
C[C@@H](C[NH+]1CC(=O)NC(=O)C1)[NH+]1CC(=O)NC(=O)C1,BMKDZUISNHGIBY-ZETCQYMHSA-P,0.55,1.0,-0.45,-0.5,268.27,98.8,8.0,2.0,3.0,,,-0.5
C[C@@H](N/C(NC#N)=[NH+]\c1ccncc1)C(C)(C)C,IVVNZDGDKPTYHK-SNVBAGLBSA-O,1.1,0.6,1.4,1.4,245.32,73.1,5.0,2.0,5.0,,,1.4
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)S[C@H]12,IKQNRQOUOZJHTR-LSNRDSIRSA-N,0.24,0.72,-2.1,-5.6,310.26,133.0,8.0,2.0,5.0,,,-5.6
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,MRMBZHPJVKCOMA-ZUCSDGAKSA-O,0.2,0.92,-3.1,-5.4,350.39,102.4,8.0,1.0,4.0,,,-5.4
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(SCCNC=[NH2+])C[C@H]12,ZSKVGTPCRGIANV-UMPGHQJDSA-O,0.24,0.86,-0.81,-3.1,299.35,113.7,7.0,4.0,7.0,,,-3.1
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(SCCOC(N)=O)S[C@H]12,LVCPLOQIOKEULU-GJAWNSFOSA-N,0.3,0.35,-1.6,-4.6,334.37,130.2,8.0,3.0,7.0,,,-4.6
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@@H]3C[NH2+]C(C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,JUZNIMUFDBIJCM-UWRCWKHFSA-N,0.12,0.1,0.43,-4.8,475.51,156.3,10.0,5.0,7.0,,,-4.8
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@@H]3C[NH2+]C(C(=O)[NH+](C)C)C3)[C@H](C)[C@H]12,DMJNNHOOLUXYBV-KZKQIEMGSA-P,0.3,0.87,-1.0,-3.5,383.46,110.2,8.0,3.0,5.0,,,-3.5
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@H]3CC(C(=O)[NH+]4CC[C@H](NC(=O)CNC(N)=[NH2+])C4)[NH+](C)C3)[C@H](C)[C@H]12,KEDAXBWZURNCHS-BZZBPYSWSA-Q,0.23,0.91,-2.3,-4.7,537.63,192.4,13.0,6.0,9.0,,,-4.7
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@H]3CC[S@@+](O)C3)S[C@@H]12,OGOMMWZCHRPDKB-ZQUOKVSHSA-O,0.21,0.9,-1.8,-4.7,348.44,97.7,6.0,1.0,4.0,,,-4.7
C[C@@H](O[C@H]1OCC[NH+](Cc2n[n-]c(=O)[n-]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ULFPRSVQLXNLFG-OITMNORJSA-N,0.94,0.05,4.1,4.1,534.43,75.2,7.0,2.0,6.0,,,4.1
C[C@@H](O[C@H]1OCC[NH+](Cc2nc(=O)n(P(=O)([O-])[O-])[n-]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,OUNJBEMOLRDPGP-OITMNORJSA-L,0.07,0.02,2.4,-3.5,614.41,129.9,10.0,3.0,7.0,,,-3.5
C[C@@H](Oc1cc(-c2cnn(C3CC[NH2+]CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-O,22.15,0.09,4.3,2.3,450.34,78.0,6.0,2.0,5.0,,,2.3
C[C@@H]([C@@H](O)c1ccc([O-])cc1)[NH+]1CCC(O)(c2ccccc2)CC1,QEMSVZNTSXPFJA-HNAYVOBHSA-N,4.4,0.63,2.1,1.0,327.42,63.9,4.0,3.0,4.0,,,1.0
C[C@@H]([NH2+]CCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,VDHAWDNDOKGFTD-MRXNPFEDSA-O,17.6,0.05,6.6,5.1,357.41,12.0,1.0,1.0,6.0,,,5.1
C[C@@H]([NH2+]CCc1ccc([O-])cc1)[C@@H](O)c1ccc([O-])cc1,IOVGROKTTNBUGK-SJKOYZFVSA-M,4.4,0.64,1.9,0.37,287.35,72.7,4.0,4.0,6.0,,,0.37
C[C@@H]1CCC[C@H](C)[NH+]1CCCC(O)(c1ccccc1)c1ccccn1,APUDBKTWDCXQJA-QIDMFYOTSA-O,1.4,0.13,4.2,2.1,338.49,36.4,3.0,1.0,6.0,,,2.1
C[C@@H]1CC[NH+](C(=O)CC#N)C[C@@H]1[NH+](C)c1ncnc2[nH]ccc12,UJLAWZDWDVHWOW-YPMHNXCESA-P,1.24,0.6,1.5,1.5,312.37,88.9,7.0,1.0,4.0,,,1.5
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)C[C@H](C)[NH2+]1,DZZWHBIBMUVIIW-DTORHVGOSA-N,3.9,0.55,2.7,-0.36,392.4,98.9,7.0,3.0,3.0,-0.15,,-0.15
C[C@@H]1C[C@@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)C1C(=O)C[NH+]1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,NSTCAXPRTTYSFG-OYPOSLEQSA-O,9.8,0.006,8.1,6.1,624.86,72.9,8.0,0.0,6.0,,,6.1
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,GJFCONYVAUNLKB-CXSFZGCWSA-N,0.94,0.32,1.7,1.7,392.46,94.8,5.0,3.0,2.0,,,1.7
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)C1C(=O)CO,GAKMQHDJQHZUTJ-NROBXUFPSA-N,0.68,0.04,2.3,2.3,376.46,74.6,4.0,2.0,2.0,,,2.3
C[C@@H]1C[C@H]2[C@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,DQTQVEGUWIUSSO-CLWZPKSSSA-N,2.2,0.01,4.5,4.5,521.43,94.1,6.0,1.0,5.0,,,4.5
C[C@@H]1C[NH+](C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)[O-])c1ccccc1,ZCGOMHNNNFPNMX-YHYDXASRSA-N,1.17,0.453,4.3,2.0,420.52,64.3,4.0,1.0,6.0,,,2.0
C[C@@H]1O[C@@H]1P(=O)([O-])[O-],YMDXZJFXQJVXBF-STHAYSLISA-L,0.32,1.0,-0.62,-5.7,138.06,70.1,4.0,2.0,1.0,,,-5.7
C[C@@H]1[C@H](O)[C@@H](C)C=CC=CC=CC=CC=CC=CC=C[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)C2C(=O)[O-],APKFDSVGJQXUKY-ZJWIRIRESA-N,0.62,0.03,3.1,0.41,924.08,319.6,18.0,12.0,15.0,,,0.41
C[C@@]1(Cn2ccnn2)C(C(=O)[O-])[NH+]2C(=O)C[C@H]2S1(=O)=O,LPQZKKCYTLCDGQ-HUWCLSLFSA-N,0.26,0.7,-1.7,-5.2,300.29,122.5,9.0,1.0,3.0,,,-5.2
C[C@@]12CCCCC[C@@H](Cc3ccc([O-])cc31)[C@@H]2[NH3+],VTMVHDZWSFQSQP-VBNZEHGJSA-N,5.6,0.08,3.0,1.1,245.36,46.3,2.0,2.0,0.0,,,1.1
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,BPKAHTKRCLCHEA-UBFJEZKGSA-N,0.41,0.0016,6.4,6.4,416.64,60.7,3.0,3.0,4.0,,,6.4
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])[O-],SGOIRFVFHAKUTI-ZCFIWIBFSA-L,0.83,0.93,-1.3,-6.4,287.21,136.4,9.0,3.0,5.0,,,-6.4
C[C@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@H]3C[NH2+][C@H](CNS(N)(=O)=O)C3)[C@@H](C)C12,AVAACINZEOAHHE-MTDCTELZSA-O,0.23,0.92,-1.5,-3.9,420.5,162.1,10.0,5.0,10.0,,,-3.9
C[C@H]([NH3+])Cc1ccccc1,KWTSXDURSIMDCE-QMMMGPOBSA-O,6.1,0.8,1.8,-0.64,135.21,26.0,1.0,1.0,2.0,,,-0.64
C[C@H]1C(=NC(=O)C(NOC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],FLMIOANAVARRAD-NTFOPCPOSA-L,0.18,0.4,-0.95,-6.2,435.43,201.6,13.0,4.0,7.0,,,-6.2
C[C@H]1COc2c(C3([NH3+])CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,XAGMUUZPGZWTRP-ZETCQYMHSA-N,0.68,0.79,1.6,-0.87,318.3,94.6,6.0,2.0,2.0,,,-0.87
C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)c(N)c3c(=O)c(C(=O)[O-])cn1c23,MHFCVNDHFSOKMK-VIFPVBQESA-N,2.42,0.82,1.5,-0.73,376.38,99.3,8.0,2.0,2.0,,,-0.73
C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N,1.2,0.75,1.9,-0.4,361.37,73.3,7.0,1.0,2.0,-0.35,3.0,-0.35
C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,GJFCONYVAUNLKB-DVTGEIKXSA-N,1.3,0.36,1.7,1.7,392.46,94.8,5.0,3.0,2.0,,,1.7
C[C@H]1C[NH+](CC(Cc2ccccc2)C(=O)NCC(=O)[O-])CC[C@@]1(C)c1cccc([O-])c1,UPNUIXSCZBYVBB-COAOWADVSA-M,0.43,0.2,3.1,0.28,424.53,89.9,6.0,3.0,8.0,,,0.28
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,WDJUZGPOPHTGOT-XUDUSOBPSA-N,0.44,0.066,1.2,1.2,764.94,182.8,13.0,5.0,7.0,,,1.2
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,LTMHDMANZUZIPE-PUGKRICDSA-N,4.1,0.7,0.21,0.21,780.94,203.1,14.0,6.0,7.0,,,0.21
C[C@H]1O[C@@H](n2cc(F)c(=O)[n-]c2=O)[C@H](O)[C@@H]1O,ZWAOHEXOSAUJHY-ZIYNGMLESA-M,0.28,0.61,-1.3,-1.5,246.19,99.1,7.0,3.0,1.0,,,-1.5
C[C@H]1[C@H](OC(=O)CCC(=O)[O-])O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,FIHJKUPKCHIPAT-AHIGJZGOSA-M,15.0,0.25,3.0,2.9,384.42,100.5,8.0,1.0,5.0,,,2.9
C[C@H]1[NH2+]Cc2cc(-c3ccc4c(=O)c(C(=O)[O-])cn(C5CC5)c4c3OC(F)F)ccc21,NJDRXTDGYFKORP-LLVKDONJSA-N,1.0,0.25,3.4,1.1,426.41,78.9,6.0,2.0,6.0,,,1.1
C[C@H]1c2cccc([O-])c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@@H]21,JBIWCJUYHHGXTC-AKNGSSGZSA-L,0.69,0.12,-0.64,-3.3,444.43,181.6,10.0,6.0,2.0,,,-3.3
C[C@]([NH3+])(Cc1ccc([O-])c([O-])c1)C(=O)[O-],CJCSPKMFHVPWAR-JTQLQIEISA-L,0.69,0.85,0.66,-2.1,211.21,103.8,5.0,4.0,3.0,,,-2.1
C[C@]12C=CC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,XOFYZVNMUHMLCC-VLNSYWPESA-N,0.57,0.27,1.4,1.4,358.43,91.7,5.0,2.0,2.0,,,1.4
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,0.86,0.25,1.7,1.6,360.44,94.8,5.0,3.0,2.0,,,1.6
C[C@]12CC=C3C4=C(CCC3[C@@H]1CC[C@@]2(O)CC#N)CC(=O)CC4,WUQMVSOZWZOUJR-SEBOWIOWSA-N,0.6,0.1,2.1,2.1,311.42,61.1,3.0,1.0,2.0,,,2.1
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N,0.38,0.2,1.5,1.5,362.46,94.8,5.0,3.0,2.0,,,1.5
C[C@]12CC[C@@H]3c4ccc(OC(=O)[NH+](CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],ADFOJJHRTBFFOF-RBRWEJTLSA-M,0.12,0.5,5.0,1.0,520.38,96.3,7.0,2.0,8.0,,,1.0
C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CC[C@@H]2O,VOXZDWNPVJITMN-ZBRFXRBCSA-M,1.2,0.016,3.7,3.7,272.38,40.5,2.0,2.0,0.0,,,3.7
