chembl_id,drug_name,parameter,value,unit,dataset
theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,caco2_log_permeability,-4.3499999,log10(cm/s),TDC
tiotidine,C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1,caco2_log_permeability,-5.880000099999998,log10(cm/s),TDC
tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O,caco2_log_permeability,-5.3899999,log10(cm/s),TDC
tryptophanamide,NC(=O)C(N)Cc1c[nH]c2ccccc12,caco2_log_permeability,-4.920000099999998,log10(cm/s),TDC
ursolic acid,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,caco2_log_permeability,-5.5500002,log10(cm/s),TDC
VACV,C=C1NC(N)=Nc2c1ncn2COCCOC(=O)[C@H](N)C(C)C,caco2_log_permeability,-5.3499999,log10(cm/s),TDC
verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,caco2_log_permeability,-4.579999900000002,log10(cm/s),TDC
benzoic acid,O=C(O)c1ccccc1,caco2_log_permeability,-4.0050001,log10(cm/s),TDC
vinblastine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,caco2_log_permeability,-5.48,log10(cm/s),TDC
VLA-4 antagonist 2,CCOC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,caco2_log_permeability,-5.369999900000002,log10(cm/s),TDC
VLA-4 antagonist 3,CC(C)OC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,caco2_log_permeability,-5.170000099999998,log10(cm/s),TDC
VLA-4 antagonist 4,CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@H]2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCC(C)(C)C)cc1,caco2_log_permeability,-5.3400002,log10(cm/s),TDC
VLA-4 antagonist 5,CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@H]2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCOC(=O)C(C)(C)C)cc1,caco2_log_permeability,-5.5999999,log10(cm/s),TDC
VLA-4 antagonist 6,COCCOCCOC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,caco2_log_permeability,-5.6900001,log10(cm/s),TDC
benzylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,caco2_log_permeability,-6.0250001,log10(cm/s),TDC
zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,caco2_log_permeability,-5.0599999,log10(cm/s),TDC
CA-DADLE,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OC1=O,caco2_log_permeability,-5.880000099999998,log10(cm/s),TDC
CA-Leu-Enk,CC(C)C[C@H]1NC(=O)[C@@H](CC2CCCCC2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OC1=O,caco2_log_permeability,-6.4699998,log10(cm/s),TDC
camptothecin,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,caco2_log_permeability,-4.1100001000000015,log10(cm/s),TDC
carboxamido 28,CC(C)(C)CC(=O)Nc1c(F)cc(C(=O)Nc2nccs2)cc1F,caco2_log_permeability,-4.059999899999998,log10(cm/s),TDC
cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,caco2_log_permeability,-6.23,log10(cm/s),TDC
ceftriaxone,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,caco2_log_permeability,-6.764999900000001,log10(cm/s),TDC
cephalexin,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,caco2_log_permeability,-6.3600001,log10(cm/s),TDC
cephalexin acetylated,CC(=O)NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,caco2_log_permeability,-6.630000099999998,log10(cm/s),TDC
CFPN-PI,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1.Cl.O,caco2_log_permeability,-5.1100001,log10(cm/s),TDC
cimetidine,C/N=C(\NC#N)NCCSCc1[nH]cnc1C,caco2_log_permeability,-5.9000001,log10(cm/s),TDC
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,caco2_log_permeability,-4.5100002,log10(cm/s),TDC
2,CN(C(=O)[C@H](Cc1ccc(C(=N)N)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,caco2_log_permeability,-6.6989698,log10(cm/s),TDC
34,NCc1cccc(Cc2ncccn2)c1,caco2_log_permeability,-4.5968795,log10(cm/s),TDC
31,NC(=O)c1cccc(Cc2ncccn2)c1,caco2_log_permeability,-4.4609237,log10(cm/s),TDC
20,N#Cc1cccc(Cc2ncccn2)c1,caco2_log_permeability,-4.1758742,log10(cm/s),TDC
7,CNS(=O)(=O)c1ccc(Cl)cc1,caco2_log_permeability,-4.186419,log10(cm/s),TDC
6,NS(=O)(=O)c1ccc(Cl)cc1,caco2_log_permeability,-4.2620125,log10(cm/s),TDC
Amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,caco2_log_permeability,-6.251812,log10(cm/s),TDC
Cimetidine,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,caco2_log_permeability,-6.0420098,log10(cm/s),TDC
Lef53,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccc(O)cc1,caco2_log_permeability,-7.4317985,log10(cm/s),TDC
15j,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3Br)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,caco2_log_permeability,-4.856985099999998,log10(cm/s),TDC
15f,COc1cccc(-n2c(=O)n(Cc3ccccc3C#N)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,caco2_log_permeability,-4.5917602,log10(cm/s),TDC
65,CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,caco2_log_permeability,-5.221849,log10(cm/s),TDC
32,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,caco2_log_permeability,-4.9586072,log10(cm/s),TDC
Lobucavir,Nc1nc(O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2n1,caco2_log_permeability,-6.0555172,log10(cm/s),TDC
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,caco2_log_permeability,-4.3493013,log10(cm/s),TDC
9,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(CCC2C[C@@H]2C)cc(N(C)S(C)(=O)=O)c1,caco2_log_permeability,-4.6197886,log10(cm/s),TDC
4b,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,caco2_log_permeability,-5.0,log10(cm/s),TDC
2n,CCOC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,caco2_log_permeability,-4.5528421,log10(cm/s),TDC
2k,C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)cc(F)c2-c2nnn(C)n2)cc1F,caco2_log_permeability,-4.6382723,log10(cm/s),TDC
2i,Cc1nc(-c2c(Cl)cc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1,caco2_log_permeability,-4.6382723,log10(cm/s),TDC
2m,COC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,caco2_log_permeability,-4.5376019,log10(cm/s),TDC
2e,C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)ccc2-c2nnn(C)n2)cc1F,caco2_log_permeability,-4.5528421,log10(cm/s),TDC
2h,CCOC(=O)c1c(Cl)cc(Cl)cc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,caco2_log_permeability,-4.6020598,log10(cm/s),TDC
2o,CCOC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,caco2_log_permeability,-4.6020598,log10(cm/s),TDC
2l,COC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,caco2_log_permeability,-4.6020598,log10(cm/s),TDC
2d,Cc1nc(-c2ccc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1,caco2_log_permeability,-4.5086384000000015,log10(cm/s),TDC
1,COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,caco2_log_permeability,-4.468521099999999,log10(cm/s),TDC
49,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1,caco2_log_permeability,-5.7447276,log10(cm/s),TDC
48,CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,caco2_log_permeability,-5.3665314,log10(cm/s),TDC
1,CCCN(Cc1ccoc1)C(=O)c1cc(C)cc(OCC2(CON=C(N)N)CC2)c1,caco2_log_permeability,-5.387216099999999,log10(cm/s),TDC
17,Cc1ccc(C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F)nc1,caco2_log_permeability,-6.188375,log10(cm/s),TDC
5,N#Cc1ccc(NCC(F)(F)c2ccccc2)c(F)c1CC(=O)NCCONC(=N)N,caco2_log_permeability,-5.647924400000001,log10(cm/s),TDC
22,N#Cc1ccc(NCC(F)(F)c2cccc(F)c2)c(F)c1CC(=O)NCCONC(=N)N,caco2_log_permeability,-5.741402099999998,log10(cm/s),TDC
36,Cc1nc(N)ccc1CNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F,caco2_log_permeability,-5.1474957,log10(cm/s),TDC
34,CN(OCCNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F)C(=N)N,caco2_log_permeability,-6.3723636,log10(cm/s),TDC
23,N#Cc1ccc(NCC(F)(F)c2ccc(F)c(F)c2)c(F)c1CC(=O)NCCONC(=N)N,caco2_log_permeability,-5.9430285000000005,log10(cm/s),TDC
S-6j,c1csc([C@]23CNC[C@H]2C3)c1,caco2_log_permeability,-4.7544875,log10(cm/s),TDC
659-Harmane,Cc1nccc2c1[nH]c1ccccc12,caco2_log_permeability,-5.223299,log10(cm/s),TDC
795-Coptisine chloride (COP),[Cl-].c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,caco2_log_permeability,-4.9574246,log10(cm/s),TDC
"877-(2S,4S,5R)-2-[(4'-Chlorophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5h)",C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1N,caco2_log_permeability,-4.9279342,log10(cm/s),TDC
"878-(2S,4S,5R)-2-[(4'-Nitrophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5i)",C[C@@H]1O[C@@H](c2ccc(N(O)O)cc2)OC[C@H]1N,caco2_log_permeability,-4.8885694000000015,log10(cm/s),TDC
"879-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]amine (6a)",C=C(c1ccccc1)C1OCC(N)CO1,caco2_log_permeability,-4.9913998,log10(cm/s),TDC
"880-(2S,4S,5R)-[2-(E-Phenylvinyl)-4-methyl-1,3-dioxan-5-yl]amine (6b)",C=C(c1ccccc1)[C@H]1OC[C@@H](N)[C@H](C)O1,caco2_log_permeability,-4.9880071,log10(cm/s),TDC
881-13h,C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1NC(=O)Cc1ccccc1,caco2_log_permeability,-4.9920392,log10(cm/s),TDC
"883-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]phenylacetamide (14a)",C=C(c1ccccc1)C1OCC(NC(=O)Cc2ccccc2)CO1,caco2_log_permeability,-5.0498786,log10(cm/s),TDC
884-14b,C=C(c1ccccc1)[C@H]1OC[C@@H](NC(=O)Cc2ccccc2)[C@H](C)O1,caco2_log_permeability,-5.050365900000001,log10(cm/s),TDC
1029-Dihydrotetrabenazine isomer,COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2,caco2_log_permeability,-4.598685700000001,log10(cm/s),TDC
228-Raffinose,OC[C@H]1O[C@@](CO)(OC2O[C@H](COC3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,caco2_log_permeability,-7.309804,log10(cm/s),TDC
234-Cortisone,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@H]12,caco2_log_permeability,-4.5086384000000015,log10(cm/s),TDC
677-Prednisolone,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,caco2_log_permeability,-5.4436975,log10(cm/s),TDC
679-Captopril (Cap),C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,caco2_log_permeability,-4.8153086,log10(cm/s),TDC
732-Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,caco2_log_permeability,-3.9006648,log10(cm/s),TDC
801-Yohimbine (YOH),COC(=O)[C@@H]1[C@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]21,caco2_log_permeability,-4.8124795,log10(cm/s),TDC
808-Asn-Ala-NH2,CC(NC(=O)C(N)CC(N)=O)C(N)=O,caco2_log_permeability,-6.5885487000000005,log10(cm/s),TDC
1033-Dextromethorphan (DEM),COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,caco2_log_permeability,-4.628932,log10(cm/s),TDC
014-Ampicillin,CC1(C)S[C@]2(C)[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,caco2_log_permeability,-6.1023731,log10(cm/s),TDC
016-Ceftibuten,Nc1nc(/C(=C\CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,caco2_log_permeability,-6.0604806,log10(cm/s),TDC
107-zidovudine,Cc1cn([C@H]2C[C@H]([N-][NH+]=N)[C@@H](CO)O2)c(=O)[nH]c1=O,caco2_log_permeability,-5.1850867,log10(cm/s),TDC
150-Artesunate,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(=O)O)O[C@@H]3OC4(C)CC[C@@H]1[C@@]23OO4,caco2_log_permeability,-5.4001169,log10(cm/s),TDC
167-cephradine,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@H]2SC1,caco2_log_permeability,-5.6925039,log10(cm/s),TDC
170-Grepafloxacin hydrochloride (GRX),Cc1c(F)c(N2CCNC(C)C2)cc2c1C(=O)C(C(=O)O)CN2C1CC1,caco2_log_permeability,-4.9825492,log10(cm/s),TDC
174-Guanabenz,NC(N)=N/N=C/c1c(Cl)cccc1Cl,caco2_log_permeability,-4.363411900000001,log10(cm/s),TDC
205-Fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,caco2_log_permeability,-4.9299622,log10(cm/s),TDC
243-Famotidine,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,caco2_log_permeability,-5.9488473,log10(cm/s),TDC
247-Lobucavir,Nc1nc(=O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2[nH]1,caco2_log_permeability,-6.0555172,log10(cm/s),TDC
263-Amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O,caco2_log_permeability,-4.7544875,log10(cm/s),TDC
285-Ephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,caco2_log_permeability,-4.9913998,log10(cm/s),TDC
403-Atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O,caco2_log_permeability,-5.309804,log10(cm/s),TDC
"453-(2E,4E,8Z,10Z)-N-Isobutyldodeca-2,4,8,10-tetraenamide (5) mw=247",C/C=C\C=C/CC/C=C/C=C/C(=O)NCC(C)C,caco2_log_permeability,-4.2441254,log10(cm/s),TDC
"643-(2E,4E,8Z)-N-isobutyldodeca-2,4,8-trienamide (6) mw = 249",CCC/C=C\CC/C=C/C=C/C(=O)NCC(C)C,caco2_log_permeability,-4.6989698,log10(cm/s),TDC
Acrivastine,Cc1ccc(/C(=C/CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,caco2_log_permeability,-5.720623000000002,log10(cm/s),TDC
Aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,caco2_log_permeability,-4.389419599999999,log10(cm/s),TDC
Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,caco2_log_permeability,-4.2600002,log10(cm/s),TDC
Amphetamine sulfate,C[C@H](N)Cc1ccccc1,caco2_log_permeability,-4.3899999,log10(cm/s),TDC
Ampicillin,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,caco2_log_permeability,-6.0700002,log10(cm/s),TDC
Artesunate,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,caco2_log_permeability,-5.4000001,log10(cm/s),TDC
Astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,caco2_log_permeability,-5.1500001,log10(cm/s),TDC
Atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,caco2_log_permeability,-5.3099999,log10(cm/s),TDC
Betaxolol,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,caco2_log_permeability,-4.3156309,log10(cm/s),TDC
Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,caco2_log_permeability,-4.6599998,log10(cm/s),TDC
Bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,caco2_log_permeability,-4.7600002,log10(cm/s),TDC
Bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,caco2_log_permeability,-4.4000001,log10(cm/s),TDC
Bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,caco2_log_permeability,-3.9519544,log10(cm/s),TDC
Camazepam,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,caco2_log_permeability,-4.46,log10(cm/s),TDC
Captopril (Cap),C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,caco2_log_permeability,-4.8200002,log10(cm/s),TDC
Cefuroxime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,caco2_log_permeability,-6.29,log10(cm/s),TDC
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,caco2_log_permeability,-4.8050604,log10(cm/s),TDC
Cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,caco2_log_permeability,-5.5,log10(cm/s),TDC
Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,caco2_log_permeability,-4.5500002,log10(cm/s),TDC
Chlorpheniramine,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,caco2_log_permeability,-4.2800002,log10(cm/s),TDC
Chlorprothixene,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,caco2_log_permeability,-4.7399998,log10(cm/s),TDC
Chlortetracycline,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,caco2_log_permeability,-6.3200002,log10(cm/s),TDC
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,caco2_log_permeability,-4.190000100000002,log10(cm/s),TDC
Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,caco2_log_permeability,-5.4699998,log10(cm/s),TDC
Clozapine,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,caco2_log_permeability,-4.5100002,log10(cm/s),TDC
Codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,caco2_log_permeability,-4.2800002,log10(cm/s),TDC
Cycloserine,NC1CONC1=O,caco2_log_permeability,-5.4400001,log10(cm/s),TDC
Danazol,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@@H]3CC[C@]21C,caco2_log_permeability,-4.561461,log10(cm/s),TDC
Dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,caco2_log_permeability,-4.7399998,log10(cm/s),TDC
Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,caco2_log_permeability,-4.460681,log10(cm/s),TDC
Digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H]6C[C@@H](O)[C@]7(C)C(C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,caco2_log_permeability,-5.6316042,log10(cm/s),TDC
Diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,caco2_log_permeability,-4.4043612,log10(cm/s),TDC
Efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,caco2_log_permeability,-4.0500002,log10(cm/s),TDC
Emetine,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,caco2_log_permeability,-5.6900001,log10(cm/s),TDC
Enalaprilat,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O,caco2_log_permeability,-5.880000099999998,log10(cm/s),TDC
Exemestane,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,caco2_log_permeability,-4.329999900000002,log10(cm/s),TDC
Ethionamide,CCc1cc(C(N)=S)ccn1,caco2_log_permeability,-4.4000001,log10(cm/s),TDC
Fluoxetine,CNCCC(Oc1ccc(C)cc1)c1ccccc1,caco2_log_permeability,-4.5500002,log10(cm/s),TDC
Fluparoxan (GR50360A),Fc1cccc2c1O[C@H]1CNC[C@H]1O2,caco2_log_permeability,-3.729485,log10(cm/s),TDC
Flupenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,caco2_log_permeability,-4.8899999,log10(cm/s),TDC
Fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,caco2_log_permeability,-5.6999998,log10(cm/s),TDC
Gancyclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,caco2_log_permeability,-6.1012278,log10(cm/s),TDC
Glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,caco2_log_permeability,-4.7199998,log10(cm/s),TDC
Glutaminic Acid,NC(CCC(=O)O)C(=O)O,caco2_log_permeability,-6.0700002,log10(cm/s),TDC
Grepafloxacin HCl,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,caco2_log_permeability,-4.8899999,log10(cm/s),TDC
Guanabenz,NC(N)=NN=Cc1c(Cl)cccc1Cl,caco2_log_permeability,-4.329999900000002,log10(cm/s),TDC
Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,caco2_log_permeability,-4.71,log10(cm/s),TDC
Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,caco2_log_permeability,-5.3899999,log10(cm/s),TDC
Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,caco2_log_permeability,-5.6900001,log10(cm/s),TDC
Isoxicam,Cc1cc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,caco2_log_permeability,-4.6100001,log10(cm/s),TDC
Ketanserin,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,caco2_log_permeability,-4.4400001,log10(cm/s),TDC
Labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,caco2_log_permeability,-4.895062,log10(cm/s),TDC
Lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,caco2_log_permeability,-5.420000099999998,log10(cm/s),TDC
Lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O,caco2_log_permeability,-6.6599998,log10(cm/s),TDC
Lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,caco2_log_permeability,-4.8000002,log10(cm/s),TDC
Loperamide HCl,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,caco2_log_permeability,-4.9699998,log10(cm/s),TDC
