chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL10441,,,0.06,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2
CHEMBL1046,,,,,,,,4.9,,,,,
CHEMBL10502,,,0.003,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(CCO)c(=O)nc1SCc1ccc(F)cc1
CHEMBL10532,,,0.08,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(C)c(=O)nc1SCc1ccc(F)cc1
CHEMBL105442,,,8.1,,,,,,,,,,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
CHEMBL105462,,,,,,,,,61.66,221.97599999999997,49.69908651262761,,
CHEMBL1055,,,,,,,,36.0,,,,,
CHEMBL106,,,,,,,0.8577,30.0,,,,,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL10600,,,0.03,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(SC)c(=O)nc1SCc1ccc(F)cc1
CHEMBL10604,,,0.1,,,,,,,,,,CCc1cn(CC(=O)N(CCN(CC)CC)Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)c(SCc2ccc(F)cc2)nc1=O
CHEMBL10612,,,0.025,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(OC)c(=O)nc1SCc1ccc(F)cc1
CHEMBL106309,,,,150.0,89.9999900000011,,,,5.37,19.332,8.728553368249957,,
CHEMBL10659,,,0.003,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(CCNC(C)=O)c(=O)nc1SCc1ccc(F)cc1
CHEMBL10663,,,0.14,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2
CHEMBL1069,,,,3.0,89.99950000277776,,0.0021999999999999797,9.5,3.0,10.799999999999999,5.094339622641509,,
CHEMBL107,,,415.0,,,,,58.0,,,,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
CHEMBL1071,,,,6.46,89.99976780245665,,0.0004999999999999449,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL1072,,,,144.54,89.99998962225109,,0.015600000000000058,1.2,4.0,14.399999999999999,6.666666666666665,,
CHEMBL1073,,,,4.27,89.99964871331494,,0.008799999999999919,3.3,,,,,
CHEMBL107313,,,,,,,0.05680000000000007,,,,,,
CHEMBL107552,,,18.306666666666665,,,,,,,,,,CC(=O)OCOC(=O)N(CC(O)COc1nsnc1N1CCOCC1)C(C)(C)C
CHEMBL10759,,,0.03,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c(C)c1C
CHEMBL1076,,,,3.0,89.99950000277776,,0.7801,,,,,,
CHEMBL1076259,,,25.6,,,,,,,,,,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccccc2s1
CHEMBL1076260,,,18.8,,,,,,,,,,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2cccnc2s1
CHEMBL1076563,,,40.0,,,,,,,,,,O=c1[nH]c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1
CHEMBL10769,,,0.11,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cl)c(=O)nc1SCc1ccc(F)cc1
CHEMBL1077,,,,,,,,2.6,,,,,
CHEMBL107708,,,9.24,,,,,,,,,,CC(=O)OC(C)OC(=O)N(CC(O)COc1cccc2ccccc12)C(C)C
CHEMBL1077218,,,12.3,,,,,,,,,,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccoc3)cc12
CHEMBL1077334,,,3.9,,,,,,,,,,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)CCCC2)cc1
CHEMBL1077335,,,9.5,,,,,,,,,,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccccn3)n4C3CCCCC3)CCCC2)cc1
CHEMBL1077381,,,8.9,,,,,,,,,,Cc1ncn2c1Cn1ncnc1-c1cc(Cl)ccc1-2
CHEMBL1077391,,,6.5,,,,,,,,,,Clc1ccc2c(c1)-c1ncnn1Cc1c(Cl)ncn1-2
CHEMBL1077458,,,,,,,0.0676000000000001,,,,,,
CHEMBL1077779,,,14.0,,,,,,,,,,CCCCC1N(CC2CCCCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)cccc3C)CC1)CC2
CHEMBL1077827,,,,19.95,89.99992481209289,,0.12890000000000001,,21.38,76.96799999999999,26.957130848977304,,
CHEMBL1077896,,,,15.49,89.99990316343538,,,2.2,,,,,
CHEMBL1077908,,,2.2,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(NS(=O)(=O)c5ccccc5)ccc4o3)CC2)ccc1OC
CHEMBL1077979,,,,,,,0.013900000000000023,,,,,,
CHEMBL1078178,,,,5.13,89.99970760328914,,0.10299999999999998,,,,,,
CHEMBL1078240,,,1.1,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(Cl)c(S(N)(=O)=O)cc4o3)CC2)ccc1OC
CHEMBL1078411,,,,,,,0.4598,,,,,,
CHEMBL1078580,,,7.6,,,,,,,,,,Cc1ncn2c1Cn1ncnc1-c1cc(Br)ccc1-2
CHEMBL1078659,,,0.6,,,,,,,,,,CCCCC1N(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1078685,,,,3.0,89.99950000277776,,0.1509999999999999,,5.0,18.0,8.181818181818182,,
CHEMBL1078745,,,2.05,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc(OC2CCOCC2)c1
CHEMBL1078896,,,1.1,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(NC(=O)C5CCC5)ccc4o3)CC2)ccc1OC
CHEMBL1078985,,,7.0,,,,,,,,,,Clc1ncn2c1Cn1ncnc1-c1cc(Br)ccc1-2
CHEMBL1079,,,,,,,,2.4,,,,,
CHEMBL1079180,,,2.45,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(Cl)c(S(N)(=O)=O)cc4o3)CC2)ccc1F
CHEMBL1079313,,,1.63,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC
CHEMBL1079686,,,1.31,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)N(C)C)ccc4o3)CC2)cc(OCC)c1-n1cccc1
CHEMBL1079874,,,2.89,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4ccc(C(=O)O)cc4o3)CC2)cc(OCC)c1F
CHEMBL1079894,,,33.0,,,,,,,,,,C[C@H](Nc1nc(C(=O)N2CCCC2)c2sccc2n1)c1cccnc1
CHEMBL108,,,35.78333333333333,12.6,89.9998195493571,,0.2942,,7.0,25.2,11.05263157894737,,NC(=O)N1c2ccccc2C=Cc2ccccc21
CHEMBL1080002,,,,150.0,89.9999900000011,,,,,,,,
CHEMBL1080151,,,,,,,0.06900000000000006,,,,,,
CHEMBL1080274,,,28.5,,,,,,,,,,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccsc2s1
CHEMBL1080327,,,23.0,,,,,,,,,,c1coc(-c2nc3[nH]cnc3cc2-c2ccncn2)c1
CHEMBL1080412,,,6.3,,,,,,,,,,FC(F)c1ncn2c1Cn1ncnc1-c1cc(Cl)ccc1-2
CHEMBL1080497,,,3.5,,,,,,,,,,O=c1[nH][nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12
CHEMBL1080512,,,40.0,,,,,,,,,,c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1
CHEMBL1080513,,,20.0,,,,,,,,,,O=c1[nH]c(=O)c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1
CHEMBL1080575,,,1.5,,,,,,,,,,Cc1ncn2c1Cn1nc(CN3CCCC3=O)nc1-c1cc(Br)ccc1-2
CHEMBL1080576,,,3.3,,,,,,,,,,Cc1cc(Cc2nc3n(n2)Cc2c(C)ncn2-c2ccc(Br)cc2-3)on1
CHEMBL1080584,,,1.61,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F
CHEMBL1080585,,,2.09,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(C(=O)O)ccc4o3)CC2)cc(OCC)c1Cl
CHEMBL1080586,,,3.6,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4ccc(C(=O)O)cc4o3)CC2)ccc1Cl
CHEMBL1080588,,,7.0,,,,,,,,,,FC(F)c1ncn2c1Cn1ncnc1-c1cc(Br)ccc1-2
CHEMBL1080631,,,18.7,,,,,,,,,,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1
CHEMBL1080786,,,,136.0,89.99998897058958,,,,41.0,147.6,40.54945054945055,,
CHEMBL1080813,,,20.9,,,,,,,,,,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cccs1
CHEMBL1080950,,,2.45,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(Cl)c(S(N)(=O)=O)cc4o3)CC2)cc(OCC)c1F
CHEMBL1080951,,,4.81,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4ccc(Cl)cc4o3)CC2)ccc1Cl
CHEMBL108111,,,,,,,,2.1,,,,,
CHEMBL1081133,,,0.49,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(NS(=O)(=O)c5cn(C)cn5)ccc4o3)CC2)ccc1OC
CHEMBL1081841,,,32.0,,,,,,,,,,Cn1c(=O)[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc21
CHEMBL1081862,,,3.1,,,,,,,,,,Cc1cc(Cc2nc3n(n2)Cc2c(C)ncn2-c2ccc(Cl)cc2-3)on1
CHEMBL1081913,,,,,,,0.008400000000000074,,,,,,
CHEMBL1081917,,,,43.43,89.9999654616757,,,,101.0,363.6,60.19867549668874,,
CHEMBL1081971,,,45.0,,,,,,,,,,O=C(Nc1ccc(-c2ccncn2)c(-c2ccco2)n1)C1CC1
CHEMBL1082,,,,3.0,89.99950000277776,,,1.1,,,,,
CHEMBL1082001,,,24.0,,,,,,,,,,Nc1n[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12
CHEMBL1082002,,,39.0,,,,,,,,,,c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1
CHEMBL1082036,,,1.75,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)cc(OC2CCOCC2)c1
CHEMBL1082081,,,11.6,,,,,,,,,,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OC(C)(C)C
CHEMBL1082152,,,,41.0,89.99996341464902,,,,29.0,104.4,33.037974683544306,,
CHEMBL1082237,,,15.25,,,,,,,,,,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12
CHEMBL1082376,,,,,,,0.0036000000000000476,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL108246,,,,,,,,,150.0,539.9999999999999,67.5,,
CHEMBL1082723,,,,8.71,89.99982778448567,,,,,,,,
CHEMBL1082724,,,,7.24,89.9997928181565,,,,,,,,
CHEMBL1082811,,,,,,,,,6.0,21.599999999999998,9.642857142857142,,
CHEMBL1082812,,,,,,,,,49.0,176.4,44.54545454545455,,
CHEMBL1082983,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL108358,,,,,,,,5.9,,,,,
CHEMBL1083637,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL1084102,,,,17.38,89.9999136939838,,,,,,,,
CHEMBL1084411,,,0.39,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCN(C)CC3)n2)ccc2[nH]ccc12
CHEMBL1084863,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL108546,,,,144.0,89.99998958333454,,,,21.0,75.6,26.619718309859152,,
CHEMBL1086155,,,185.0,,,,,,,,,,CC(=O)N(C)CCc1cc(Br)c(OCCCNc2ncn(C)c3ncnc2-3)c(Br)c1
CHEMBL1086218,,,,,,,,10.0,,,,,
CHEMBL1086310,,,,16.6,89.99990963864494,,0.12629999999999997,,18.2,65.52,24.017595307917887,,
CHEMBL1086473,,,,,,,0.017099999999999893,,6.0,21.599999999999998,9.642857142857142,,
CHEMBL1086580,,,,,,,0.02400000000000002,,,,,,
CHEMBL1087,,,,,,,,2.0,,,,,
CHEMBL1087268,,,,,,,0.046699999999999964,,,,,,
CHEMBL1087269,,,,,,,0.0262,,,,,,
CHEMBL1087398,,,,,,,0.05940000000000001,,,,,,
CHEMBL1087399,,,,,,,0.11650000000000005,,,,,,
CHEMBL1087898,,,,,,,0.17280000000000006,,,,,,
CHEMBL1088,,,,,,,0.07680000000000009,,,,,,
CHEMBL1088029,,,,,,,0.10299999999999998,,,,,,
CHEMBL1088030,,,,,,,0.0736,,,,,,
CHEMBL108821,,,,,,,,6.6,,,,,
CHEMBL108869,,,7.38,,,,,,,,,,C=O.CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
CHEMBL1088751,,,,3.0,89.99950000277776,,0.06469999999999998,,,,,,
CHEMBL1088752,,,,5.055,89.99968377380449,,0.1189,,6.92,24.912,10.941672522839072,,
CHEMBL1088866,,,1.1,,,,,,,,,,CCn1cnc(CN2CCN(c3cccn4cc(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c1C
CHEMBL1088913,,,,30.72,89.9999511719015,,,,39.25,141.3,39.57983193277311,,
CHEMBL1088930,,,15.0,,,,,,,,,,CC(C)N(C)[C@@H]1CC[C@H](N2CC(C)(C)[C@H](NC(=O)c3cccc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1
CHEMBL1088996,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(OC)cc2)[nH]c2cc(OC)ccc2c1=O
CHEMBL108915,,,2.04,,,,,,,,,,CC(=O)OC(C)OC(=O)N(CC(O)COc1ccc(CC(N)=O)cc1)C(C)C
CHEMBL108922,,,,26.0,89.99994230772928,,0.0028000000000000247,,15.0,53.99999999999999,20.769230769230766,,
CHEMBL1089267,,,0.0,,,,,,,,,,COc1ccc2c(=O)c(C(N)=O)c(-c3ccc4c(c3)OCO4)[nH]c2c1
CHEMBL1089268,,,50.0,,,,,,,,,,COc1ccc2c(=O)c(C(C)=O)c(-c3ccc4c(c3)OCO4)[nH]c2c1
CHEMBL1089340,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(C(C)(C)C)cc2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1089341,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(Cl)cc2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1089354,,,0.0,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2)[nH]c2cccc(OC)c2c1=O
CHEMBL1089360,,,50.0,,,,,,,,,,COc1cccc2[nH]c(-c3ccc4c(c3)OCO4)cc(=O)c12
CHEMBL1089361,,,500.0,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1OC
CHEMBL1089362,,,1500.0,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1NC
CHEMBL1089363,,,0.0,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1
CHEMBL1089517,,,,125.0,89.9999880000016,,,,,,,,
CHEMBL1089518,,,,3.0,89.99950000277776,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL1089677,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(C(C)(C)C)cc2)[nH]c2cccc(OC)c2c1=O
CHEMBL1089678,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(C(F)(F)F)cc2)[nH]c2cccc(OC)c2c1=O
CHEMBL1089679,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(Cl)cc2)[nH]c2cccc(OC)c2c1=O
CHEMBL1089684,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(Cl)c(Cl)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1089696,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cccc(OC)c2c1=O
CHEMBL1089697,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(C)c2)[nH]c2cccc(OC)c2c1=O
CHEMBL1089722,,,17.25,,,,,,,,,,CCCC(=O)Nc1n[nH]c2cc(Cl)c(Br)cc12
CHEMBL1089773,,,,14.45,89.99989619389136,,,,,,,,
CHEMBL109,,,,,,,,12.0,,,,,
CHEMBL1090,,,0.083,,,,,,,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
CHEMBL1090071,,,50.0,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1NC
CHEMBL1090072,,,500.0,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1
CHEMBL1090089,,,,3.0,89.99950000277776,,,,4.57,16.451999999999998,7.53710830126443,,
CHEMBL1090090,,,,3.0,89.99950000277776,,0.3923,,5.13,18.468,8.37475058951569,,
CHEMBL1090377,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2C)[nH]c2cccc(OC)c2c1=O
CHEMBL1090488,,,,25.12,89.99994028666383,,0.2319,,,,,,
CHEMBL1090562,,,22.0,,,,,,,,,,CC(C)N(C)[C@@H]1CC[C@H](N2C(=O)C[C@H](NC(=O)c3cccc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1
CHEMBL1090630,,,,3.0,89.99950000277776,,0.10730000000000006,,,,,,
CHEMBL1090725,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cccc(OC)c2c1=O
CHEMBL1090726,,,110.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc([N+](=O)[O-])c2)[nH]c2cccc(OC)c2c1=O
CHEMBL1090727,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(OC)cc2)[nH]c2cccc(OC)c2c1=O
CHEMBL1090771,,,,,,,0.016700000000000048,,,,,,
CHEMBL1090893,,,15.0,,,,,,,,,,CCN(C(C)C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1
CHEMBL1090940,,,,3.0,89.99950000277776,,0.07680000000000009,,,,,,
CHEMBL1090941,,,,3.0,89.99950000277776,,0.11180000000000012,,,,,,
CHEMBL1090974,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1091100,,,50.0,,,,,,,,,,COc1ccc2c(c1)NC(c1ccc3c(c1)OCO3)=C(CO)C2
CHEMBL1091101,,,50.0,,,,,,,,,,CCOCC1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1Cl
CHEMBL1091102,,,50.0,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1OC
CHEMBL1091109,,,0.0,,,,,,,,,,COc1ccc2c(=O)c(C(=O)O)c(-c3ccc4c(c3)OCO4)[nH]c2c1
CHEMBL1091137,,,,62.065000000000005,89.99997550995153,,,,33.88,121.96799999999999,36.351931330472105,,
CHEMBL1091289,,,,3.0,89.99950000277776,,0.13150000000000006,,,,,,
CHEMBL1091291,,,,3.0,89.99950000277776,,0.05810000000000004,,,,,,
CHEMBL1091444,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2C)[nH]c2cc(OC)ccc2c1=O
CHEMBL1091445,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2Cl)[nH]c2cc(OC)ccc2c1=O
CHEMBL1091579,,,1.2,,,,,,,,,,CCn1cc(CN2CCN(c3cccn4cc(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c(=O)[nH]c1=O
CHEMBL1091604,,,15.0,,,,,,,,,,CC(C)N(C)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)[C@H](CS(=O)(=O)c2ccccc2)C1
CHEMBL1091605,,,15.0,,,,,,,,,,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1
CHEMBL1091644,,,,16.98,89.9999116608641,,,,17.38,62.568,23.21460373998219,,
CHEMBL1091678,,,,3.0,89.99950000277776,,0.3545999999999999,,,,,,
CHEMBL1091789,,,16.33,,,,,,,,,,CCCC(=O)Nc1n[nH]c2c(F)c(F)ccc12
CHEMBL1092030,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(C(F)(F)F)cc2)[nH]c2cc(OC)ccc2c1=O
CHEMBL10921,,,0.017,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1
CHEMBL1092106,,,72.0,,,,,,,,,,CCN1CCC(N(C(=O)NCc2ccc(F)cc2)c2ccc(Cl)cn2)CC1
CHEMBL1092109,,,269.0,,,,,,,,,,O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccnnc2)CC1
CHEMBL1092131,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(C(F)(F)F)c2)[nH]c2cccc(OC)c2c1=O
CHEMBL1092240,,,,,,,0.0017000000000000348,,,,,,
CHEMBL109244,,,,98.0,89.99998469388015,,,,11.0,39.599999999999994,16.22950819672131,,
CHEMBL1092479,,,500.0,,,,,,,,,,COc1cccc2c1CC(CO)=C(c1ccc3c(c1)OCO3)N2
CHEMBL1092526,,,50.0,,,,,,,,,,COc1ccc2c(=O)cc(-c3ccc4c(c3)OCO4)[nH]c2c1
CHEMBL1092638,,,0.2,,,,,,,,,,CCc1nc(CN2CCN(c3cccn4cc(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c(C)[nH]1
CHEMBL1092678,,,15.0,,,,,,,,,,Cc1ccc(S(=O)(=O)C[C@@H]2C[C@H](N(C)C(C)C)CC[C@@H]2N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)c3)C2=O)cc1
CHEMBL1092719,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cccc(OC)c2c1=O
CHEMBL1092748,,,15.0,,,,,,,,,,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1
CHEMBL1092772,,,50.0,,,,,,,,,,CCOCC1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1
CHEMBL1092773,,,1500.0,,,,,,,,,,CCOC(=O)c1c(-c2cccs2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1092774,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1092926,,,,,,,0.08540000000000003,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL1092941,,,15.0,,,,,,,,,,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cc(F)cc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1
CHEMBL1093151,,,470.0,,,,,,,,,,CCCS(=O)(=O)N1CCN(c2ccc(OCC3CCN(C(=O)OC(C)C)CC3)cn2)CC1
CHEMBL1093319,,,15.0,,,,,,,,,,CSc1ccc(S(=O)(=O)C[C@@H]2C[C@H](N(C)C(C)C)CC[C@@H]2N2CCC(C)(NC(=O)c3cccc(C(F)(F)F)c3)C2=O)cc1
CHEMBL1093370,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(C)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1093371,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(C(F)(F)F)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1093604,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2ccc(Cl)c(Cl)c2)[nH]c2cccc(OC)c2c1=O
CHEMBL1093723,,,500.0,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1Cl
CHEMBL1093726,,,500.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1093727,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1093728,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2cccc([N+](=O)[O-])c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1093943,,,50.0,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2Cl)[nH]c2cccc(OC)c2c1=O
CHEMBL1094030,,,116.0,,,,,,,,,,O=C(NCc1ccc(F)cc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1
CHEMBL1094168,,,,35.48,89.9999577226805,,,,43.65,157.14,41.948745328350235,,
CHEMBL1094250,,,,,,,,,34.67,124.81199999999998,36.85248612259359,,
CHEMBL1095040,,,3.9,,,,,,,,,,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12
CHEMBL1095284,,,,,,,,1.2,,,,,
CHEMBL1095366,,,8.02,,,,,,,,,,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(O)cc3)cc12
CHEMBL1096237,,,,,,,,31.0,,,,,
CHEMBL1096418,,,,,,,0.017900000000000027,,,,,,
CHEMBL1096435,,,,20.89,89.99992819536604,,,,29.51,106.236,33.403345491133194,,
CHEMBL1096896,,,,,,,0.009000000000000008,,,,,,
CHEMBL1097,,,,,,,,6.4,,,,,
CHEMBL1097062,,,,,,,0.009899999999999909,,,,,,
CHEMBL1098,,,,,,,,3.1,,,,,
CHEMBL109980,,,,15.49,89.99990316343538,,0.2531,,,,,,
